municipality,score,strong,hasAmount,hasTarget,hasDeadline,title,url,snippet
"牧之原市","22","1","false","true","true","講座・募集","https://www.city.makinohara.shizuoka.jp/soshiki/list7-1.html","講座・募集 - 牧之原市ホームページ ページの先頭です。 メニューを飛ばして本文へ 検索 メニュー 当サイトはjavascrptを使用しています。javascrptの設定を有効にしてご覧ください。 本文へ サイトマップ Foreign language 閲覧補助 背景色 白 黒 青 文字サイズ 標準 拡大 メニュー くらし・手続き 市の暮らしに必要な戸籍や住民票の手続きから、ごみや住まいなどに関する情報を発信しています。 子育て・健康・福祉 市の子育て、健康・福祉に関する施設、支援・助成制度などに関する情報を発信し"
"伊豆の国市","20","0","true","true","true","伊豆の国歴史館いずしる","https://www.city.izunokuni.shizuoka.jp/bunka_bunkazai/manabi/bunkazai/izushiru.html","伊豆の国市／伊豆の国歴史館いずしる このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt; 学び・"
"伊豆の国市","20","0","true","true","true","入札・契約","https://www.city.izunokuni.shizuoka.jp/zaimu/shisei/nyusatsu/index.html","伊豆の国市／入札・契約 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt; 市政 &gt; 入"
"伊豆の国市","20","0","true","true","true","市ホームページバナー広告大募集","https://www.city.izunokuni.shizuoka.jp/hisyo/shisei/banner/r8hp.html","伊豆の国市／市ホームページバナー広告（令和8年度） このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム "
"伊豆市","20","0","true","true","true","みんなで子育て全力宣言","https://www.city.izu.shizuoka.jp/soshiki/1005/5/citypromotion/6495.html","みんなで子育て全力宣言／伊豆市 公式ポータルサイト 本文へ キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます くらし・ 手続き 子育て・教育 健康・ 医療・福祉 文化・ スポーツ しごと・産業 市政情報 キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます 背景色 文字サイズ 組織から探す ふりがな ルビをけす やさしい日本語 読み上げ Foreign Language Español Português English"
"伊豆市","20","0","true","true","true","リンク集","https://www.city.izu.shizuoka.jp/shiseijoho/5/5/3243.html","リンク集／伊豆市 公式ポータルサイト 本文へ キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます くらし・ 手続き 子育て・教育 健康・ 医療・福祉 文化・ スポーツ しごと・産業 市政情報 キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます 背景色 文字サイズ 組織から探す ふりがな ルビをけす やさしい日本語 読み上げ Foreign Language Español Português English 한국어 中文"
"伊豆市","20","0","true","true","true","伊豆市の魅力を「#伊豆市いいね」で発信しよう!","https://www.city.izu.shizuoka.jp/shiseijoho/5/4/izushi_iine.html","伊豆市の魅力を「#伊豆市いいね」で発信しよう!／伊豆市 公式ポータルサイト 本文へ キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます くらし・ 手続き 子育て・教育 健康・ 医療・福祉 文化・ スポーツ しごと・産業 市政情報 キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます 背景色 文字サイズ 組織から探す ふりがな ルビをけす やさしい日本語 読み上げ Foreign Language Español Portu"
"伊豆市","20","0","true","true","true","伊豆市ホームページのバナー広告募集","https://www.city.izu.shizuoka.jp/shigoto_sangyo/7/2710.html","伊豆市ホームページのバナー広告募集／伊豆市 公式ポータルサイト 本文へ キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます くらし・ 手続き 子育て・教育 健康・ 医療・福祉 文化・ スポーツ しごと・産業 市政情報 キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます 背景色 文字サイズ 組織から探す ふりがな ルビをけす やさしい日本語 読み上げ Foreign Language Español Português E"
"伊豆市","20","0","true","true","true","プライバシーポリシーについて","https://www.city.izu.shizuoka.jp/shiseijoho/5/5/privacy.html","プライバシーポリシーについて／伊豆市 公式ポータルサイト 本文へ キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます くらし・ 手続き 子育て・教育 健康・ 医療・福祉 文化・ スポーツ しごと・産業 市政情報 キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます 背景色 文字サイズ 組織から探す ふりがな ルビをけす やさしい日本語 読み上げ Foreign Language Español Português Engl"
"菊川市","20","0","true","true","true","入札結果公表","https://www.city.kikugawa.shizuoka.jp/zaisei/nyuusatsukekka.html","菊川市／入札結果公表 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 入札・契約 &gt; 入札結果公表 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計 菊川市例"
"菊川市","20","0","true","true","true","菊川市立内田小学校【自分一（いち）で みんな一（いち）】","https://www.city.kikugawa.shizuoka.jp/uchida/index.html","菊川市／菊川市立内田小学校 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 子育て・教育 &gt; 小・中学校 &gt; 菊川市立内田小学校 子育て・教育 妊娠・子育て 教育委員会 文化・スポーツ・生涯学習 小中学校 学校給食 ここか"
"菊川市","20","0","true","true","true","半済産業用地売却に係る公募型プロポーザルの実施について","https://www.city.kikugawa.shizuoka.jp/shoukoukankou/koubo.html","菊川市／半済産業用地売却に係る公募型プロポーザルの実施について このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 産業・仕事 &gt; 企業誘致 &gt; 半済産業用地売却に係る公募型プロポーザルの実施について 産業・仕事 商工業 農業"
"菊川市","20","0","true","true","true","セミナー・イベント開催情報","https://www.city.kikugawa.shizuoka.jp/sangyou/event/summary.html","菊川市／セミナー・イベント開催情報 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 産業・仕事 &gt; 菊川市産業支援センターEnGAWA &gt; セミナー・イベント開催情報 産業・仕事 商工業 農業 労働・雇用 お茶 菊川市マス"
